id	viewCount	thumbnail	image	url	use	published	updated	title	author	description	restrictedInDE	restrictionsAll	rating	category	reasonEN	reasonDE
fWNaR-rxAic	404221699	http://i.ytimg.com/vi/fWNaR-rxAic/default.jpg	http://i.ytimg.com/vi/fWNaR-rxAic/hqdefault.jpg	http://www.youtube.com/watch?v=fWNaR-rxAic	true	2012-03-01T23:21:04.000Z	2013-02-14T04:54:41.000Z	Carly Rae Jepsen - Call Me Maybe	CarlyRaeJepsenVEVO	Buy Now!  http://smarturl.it/CallMeMaybe\nMusic video by Carly Rae Jepsen performing Call Me Maybe. (C) 2011 604 Records Inc.\n#VEVOCertified on June 8, 2012. http://www.youtube.com/vevocertified	true	DE	4.7188163	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
j5-yKhDd64s	390791959	http://i.ytimg.com/vi/j5-yKhDd64s/default.jpg	http://i.ytimg.com/vi/j5-yKhDd64s/hqdefault.jpg	http://www.youtube.com/watch?v=j5-yKhDd64s	true	2010-06-05T04:41:59.000Z	2013-02-14T04:55:52.000Z	Eminem - Not Afraid	EminemVEVO	Music video by Eminem performing Not Afraid. (C) 2010 Aftermath Records\n#VEVOCertified on September 11, 2010.http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.896389	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
SmM0653YvXU	387694192	http://i.ytimg.com/vi/SmM0653YvXU/default.jpg	http://i.ytimg.com/vi/SmM0653YvXU/hqdefault.jpg	http://www.youtube.com/watch?v=SmM0653YvXU	true	2011-07-22T07:00:00.000Z	2013-02-14T04:53:47.000Z	Pitbull - Rain Over Me ft. Marc Anthony	PitbullVEVO	Music video by Pitbull Featuring Marc Anthony performing Rain Over Me. (C) 2011 J Records, a unit of Sony Music Entertainment\n#VEVOCertified on October 7, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE,SS	4.836673	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
rYEDA3JcQqw	377446393	http://i.ytimg.com/vi/rYEDA3JcQqw/default.jpg	http://i.ytimg.com/vi/rYEDA3JcQqw/hqdefault.jpg	http://www.youtube.com/watch?v=rYEDA3JcQqw	true	2010-11-30T23:16:19.000Z	2013-02-14T04:54:03.000Z	Adele - Rolling In The Deep	AdeleVEVO	Music video by Adele performing Rolling In The Deep. (C) 2010 XL Recordings Ltd.\n\n#VEVOCertified on July 25, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.9050417	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
8UVNT4wvIGY	375232078	http://i.ytimg.com/vi/8UVNT4wvIGY/default.jpg	http://i.ytimg.com/vi/8UVNT4wvIGY/hqdefault.jpg	http://www.youtube.com/watch?v=8UVNT4wvIGY	true	2011-07-05T20:58:17.000Z	2013-02-14T04:55:52.000Z	Gotye - Somebody That I Used To Know (feat. Kimbra) - official video	gotyemusic	Film clip for the Gotye song Somebody That I Used To Know, featuring Kimbra from the album Making Mirrors. \nBuy Somebody That I Used To Know here: http://www.smarturl.it/gotyesomebody\nBuy Making Mirrors here http://www.smarturl.it/gotye \nhttp://www.gotye.com/\nhttp://www.facebook.com/gotye/\nhttp://www.twitter.com/gotye/\n\n**********************************************\nSomebody That I Used To Know lyrics\n\nNow and then I think of when we were together\nLike when you said you felt so happy you could die\nTold myself that you were right for me\nBut felt so lonely in your company\nBut that was love and it's an ache I still remember\n\nYou can get addicted to a certain kind of sadness\nLike resignation to the end\nAlways the end\nSo when we found that we could not make sense\nWell you said that we would still be friends\nBut I'll admit that I was glad that it was over\n\nBut you didn't have to cut me off\nMake out like it never happened\nAnd that we were nothing\nAnd I don't even need your love\nBut you treat me like a stranger\nAnd that feels so rough\nYou didn't have to stoop so low\nHave your friends collect your records\nAnd then change your number\nI guess that I don't need that though\nNow you're just somebody that I used to know\n\nNow and then I think of all the times you screwed me over\nBut had me believing it was always something that I'd done\nAnd I don't wanna live that way\nReading into every word you say\nYou said that you could let it go \nAnd I wouldn't catch you hung up on somebody that you used to know...\n\nBut you didn't have to cut me off\nMake out like it never happened\nAnd that we were nothing\nAnd I don't even need your love\nBut you treat me like a stranger\nAnd that feels so rough\nYou didn't have to stoop so low\nHave your friends collect your records\nAnd then change your number\nI guess that I don't need that though\nNow you're just somebody that I used to know\n\nI used to know\nThat I used to know\n\nSomebody...\n*************\n\nVideo credits:\nDirected, produced and edited by Natasha Pincus\nBody art by Emma Hack\nCinematographer and colourist: Warwick Field\nScenic artist: Howard Clark\nKey grip: Rob Hansford\nAssistants: Rose Cidoni, Claire Leighton, Rob Murray\nOriginal artwork by Frank De Backer\n\nMusic credits:\nProduced by Wally De Backer\nMixed by Francois Tetaz, assisted by Wally at Moose Mastering, Richmond, VIC\nBass recorded by Wally in Lucas Taranto's loungeroom, Melbourne, VIC\nAll other sounds put together by Wally in The Barn, Merricks, VIC\n\nBass guitar: Lucas Taranto\nLead and backing vocals: Kimbra\nGuitar, flutes, percussion and synth samples, lead and backing vocals: Wally\n\nContains a sample of the recording Seville as performed by Luiz Bonfa. Courtesy of Geffen Records, under license from Universal Music Enterprises.  Used by permission. All rights reserved.  Written by Luiz Bonfa and published by Sasqua Music. Used by permission.	true	DE	4.848802	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
fLexgOxsZu0	370422170	http://i.ytimg.com/vi/fLexgOxsZu0/default.jpg	http://i.ytimg.com/vi/fLexgOxsZu0/hqdefault.jpg	http://www.youtube.com/watch?v=fLexgOxsZu0	true	2011-04-15T22:03:14.000Z	2013-02-14T04:54:35.000Z	Bruno Mars - The Lazy Song [OFFICIAL VIDEO]	Bruno Mars	Available now on iTunes! http://smarturl.it/Doo-Wops\n'Unorthodox Jukebox' available now on iTunes! http://www.smarturl.it/unorthodoxjukebox\n\n© 2011 WMG. The official music video for 'The Lazy Song' by Bruno Mars from doo-wops and hooligans - available now on Elektra Records!\n\nDirected by Bruno Mars and Cameron Duddy\nChoreographed and Performed by Poreotics: http://poreotics.com\n\nhttp://brunomars.com \nhttp://facebook.com/thatbrunomars\nhttp://twitter.com/brunomars\n\nLYRICS\nToday I don't feel like doing anything\nI just wanna lay in my bed\nDon't feel like picking up my phone\nSo leave a message at the tone\n'Cause today I swear I'm not doing anything.\n\nUh!\nI'm gonna kick my feet up\nThen stare at the fan\nTurn the TV on, throw my hand in my pants\nNobody's gonna tell me I can't\n\nI'll be lounging on the couch,\nJust chillin' in my snuggie\nClick to MTV, so they can teach me how to dougie\n'Cause in my castle I'm the freaking man\n\nOh, yes I said it\nI said it\nI said it 'cause I can\n\nToday I don't feel like doing anything\nI just wanna lay in my bed\nDon't feel like picking up my phone\nSo leave a message at the tone\n'Cause today I swear I'm not doing anything\n\nNothing at all!\nOoh, hoo, ooh, hoo, ooh, ooh-ooh\nNothing at all\nOoh, hoo, ooh, hoo, ooh, ooh-ooh\n\nTomorrow I'll wake up, do some P90X\nMeet a really nice girl, have some really nice sex\nAnd she's gonna scream out: 'This is Great' (Oh my God, this is great)\nYeah\n\nI might mess around, get my college degree\nI bet my old man will be so proud of me\nBut sorry pops, you'll just have to wait\nHaha\n\nOh, yes I said it\nI said it\nI said it 'cause I can\n\nToday I don't feel like doing anything\nI just wanna lay in my bed\nDon't feel like picking up my phone\nSo leave a message at the tone\n'Cause today I swear I'm not doing anything\n\nNo, I ain't gonna comb my hair\n'Cause I ain't going anywhere\nNo, no, no, no, no, no, no, no, no\nI'll just strut in my birthday suit\nAnd let everything hang loose\nYeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah\n\nOoh\nToday I don't feel like doing anything\nI just wanna lay in my bed\nDon't feel like picking up my phone\nSo leave a message at the tone\n'Cause today I swear I'm not doing anything\n\nNothing at all\nNothing at all\nNothing at all\n\nComic Chimp Mask used by permission of Easter Unlimited, Inc. / FunWorld Div. All Rights Reserved. Copyright 2009.	true	DE	4.8582525	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
_Z5-P9v3F8w	358314337	http://i.ytimg.com/vi/_Z5-P9v3F8w/default.jpg	http://i.ytimg.com/vi/_Z5-P9v3F8w/hqdefault.jpg	http://www.youtube.com/watch?v=_Z5-P9v3F8w	true	2010-05-27T22:07:29.000Z	2013-02-14T04:51:56.000Z	Justin Bieber - Never Say Never ft. Jaden Smith	JustinBieberVEVO	Music video by Justin Bieber performing Never Say Never. (C) 2010 The Island Def Jam Music Group	true	DE	3.772612	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
QGJuMBdaqIw	351571284	http://i.ytimg.com/vi/QGJuMBdaqIw/default.jpg	http://i.ytimg.com/vi/QGJuMBdaqIw/hqdefault.jpg	http://www.youtube.com/watch?v=QGJuMBdaqIw	true	2010-10-28T19:08:32.000Z	2013-02-14T04:53:31.000Z	Katy Perry - Firework	KatyPerryVEVO	Official music video for Katy Perry's "Firework" off her album 'Teenage Dream'.  Director: Dave Meyers.  Producers: Robert Bray & Danny Lockwood. \nGet 'Teenage Dream' here: http://bit.ly/kpTDdelEX (explicit) http://bit.ly/kpTDdel (clean) \n#VEVOCertified on January 29, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.7775817	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
QJO3ROT-A4E	334018965	http://i.ytimg.com/vi/QJO3ROT-A4E/default.jpg	http://i.ytimg.com/vi/QJO3ROT-A4E/hqdefault.jpg	http://www.youtube.com/watch?v=QJO3ROT-A4E	true	2011-08-19T15:00:00.000Z	2013-02-14T04:54:18.000Z	One Direction - What Makes You Beautiful	OneDirectionVEVO	Click here to purchase the single http://www.smarturl.it/1dwmybitunes\n\nMusic video by One Direction performing What Makes You Beautiful. (C) 2011 Simco Limited under exclusive license to Sony Music Entertainment UK Limited\n#VEVOCertified on April 16, 2012. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE,SS	4.578963	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
M11SvDtPBhA	319471616	http://i.ytimg.com/vi/M11SvDtPBhA/default.jpg	http://i.ytimg.com/vi/M11SvDtPBhA/hqdefault.jpg	http://www.youtube.com/watch?v=M11SvDtPBhA	true	2009-09-25T22:35:55.000Z	2013-02-14T04:52:06.000Z	Miley Cyrus - Party In The U.S.A.	hollywoodrecords	Music video by Miley Cyrus performing Party In The U.S.A.. \n#VEVOCertified on March 22, 2010. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.344315	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
4JipHEz53sU	315749512	http://i.ytimg.com/vi/4JipHEz53sU/default.jpg	http://i.ytimg.com/vi/4JipHEz53sU/hqdefault.jpg	http://www.youtube.com/watch?v=4JipHEz53sU	true	2011-05-05T17:13:13.000Z	2013-02-14T04:52:27.000Z	Nicki Minaj - Super Bass	NickiMinajAtVEVO	Minaj's new album 'Pink Friday: Roman Reloaded' is out now! Buy it here: smarturl.it/Pinkfridayexplicit\n#VEVOCertified on August 18, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.369596	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
CHVhwcOg6y8	313909000	http://i.ytimg.com/vi/CHVhwcOg6y8/default.jpg	http://i.ytimg.com/vi/CHVhwcOg6y8/hqdefault.jpg	http://www.youtube.com/watch?v=CHVhwcOg6y8	true	2009-11-24T21:55:24.000Z	2013-02-14T04:55:52.000Z	Justin Bieber - One Time	JustinBieberVEVO	Music video by Justin Bieber performing One Time. (C) 2009 The Island Def Jam Music Group	true	DE	3.1731403	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
astISOttCQ0	294798354	http://i.ytimg.com/vi/astISOttCQ0/default.jpg	http://i.ytimg.com/vi/astISOttCQ0/hqdefault.jpg	http://www.youtube.com/watch?v=astISOttCQ0	true	2007-10-09T20:44:22.000Z	2013-02-14T04:49:11.000Z	The Gummy Bear Song - Long English Version	icanrockyourworld	http://www.gummibar.net - From the CD "I Am Your Gummy Bear".\nAlso from the DVD "I Am A Gummy Bear".\nAvailable on Amazon at: http://tinyurl.com/gummybeardvd\nShirts and merch - http://www.gummytees.com\n\nAvailable on iTunes at: http://tinyurl.com/itunesgummybear\nAvailable on Amazon at: http://tinyurl.com/gummybearcd\n\n\nGUMMIBÄR T-SHIRTS AND MERCH: http://imagummybear.spreadshirt.com\n\nSign up for the Gummibär mailing list to win great prizes! - http://www.gummibar.net/newsletter\n\nPLAY GUMMIBÄR (THE GUMMY BEAR) GAME: http://www.gummybeargame.com\n\nVISIT ON FACEBOOK: http://www.facebook.com/funnygummy\n\nFOLLOW ON TWITTER: http://www.twitter.com/imagummybear\n\nVISIT ON MYSPACE: http://www.myspace.com/funnygummy\n\nFOLLOW ON PINTEREST: http://www.pinterest.com/imagummybear\n\nSEND A GUMMIBÄR ECARD: http://www.funnygummy.com\n\nGUMMIBÄR JAPAN: http://www.gummybear.jp\n\nOSITO GOMINOLA: http://www.ositogominola.mx\n\n\nThe original 30 second video for Itt Van A Gumimaci, the Hungarian version of I Am A Gummy Bear, debuted on the internet in August of 2006. It quickly went viral, gaining hundreds of thousands of views as the popularity of this catchy song and funny character increased and spread by word of mouth. A 30 second English version was then created which helped to increase the clip's popularity and views rocketed up into the millions. By the summer of 2007, the final full length 2:30 version was released and it has been gaining views and viewers ever since.\n\n* I Am A Gummy Bear (The Gummy Bear Song) has been recorded in over 25 languages and has been released in more than 40 countries world-wide.\n\n* Every day, the online videos for The Gummy Bear Song are watched more than 1 million times.\n\nChart Positions include:\n\nUSA\n# 1 Dance Singles Chart -- iTunes\n# 1 Dance Ringtone Chart -- iTunes\n\nCanada\nHot 100 Pop Singles Sales Chart\n# 1 Dance Singles Chart -- iTunes\n\nGreece\n# 1 Pop Singles Chart iTunes\n\nHungary\n# 1 Pop Singles Chart iTunes\n# 1 Pop Ringtones Chart iTunes\n\nSweden\n# 2 Pop Singles Sales Chart\n\nAustralia\n# 2 Pop Singles Sales Chart\n\nNorway\n# 5 Pop Singles Sales Chart\n\nFrance\n# 8 Pop Singles Sales Chart (52 weeks in the Top 40)\n\nJapan\nTop 10 Pop Digital Downloads\n\nPoland\n# 1 Pop Ringtones Chart\n\nGermany\n# 1 Ringtone Download AOL & Vodaphone Charts\n\nRussia\n# 1 Pop Downloads Chart\n\nMexico\n# 1 Pop Downloads Chart\n\nSales Certification Awards Include:\n\nSweden\nSingle Certified Gold\n\nHungary\nSingle Certified Gold\n\nRussia\nSingle Certified Gold\n\nAustralia\nSingle Certified Gold\n\nSpain\nSingle Certified Gold	false		4.2122407	Film & Animation	Added to	Wir haben deine Spracheinstellung festgelegt.
U0CGsw6h60k	292692751	http://i.ytimg.com/vi/U0CGsw6h60k/default.jpg	http://i.ytimg.com/vi/U0CGsw6h60k/hqdefault.jpg	http://www.youtube.com/watch?v=U0CGsw6h60k	true	2010-11-12T21:52:35.000Z	2013-02-14T04:49:45.000Z	Rihanna - What's My Name? ft. Drake	RihannaVEVO	Music video by Rihanna performing What's My Name?. (C) 2010 The Island Def Jam Music Group\n#VEVOCertified on January 23, 2011. http://www.vevo.com/certified http://www.youtube.com/vevocertified	true	DE	4.788548	Musik	Unfortunately, this video is not available in Germany because it may contain music for which GEMA has not granted the respective music rights.	Dieses Video ist in Deutschland nicht verfügbar, weil es möglicherweise Musik enthält, für die die erforderlichen Musikrechte von der GEMA nicht eingeräumt wurden.
